"Step","alpha_trainable_True_init_1.0_seed_5 - Test Accuracy","alpha_trainable_True_init_1.0_seed_5 - Test Accuracy__MIN","alpha_trainable_True_init_1.0_seed_5 - Test Accuracy__MAX","alpha_trainable_False_init_1.0_seed_5 - Test Accuracy","alpha_trainable_False_init_1.0_seed_5 - Test Accuracy__MIN","alpha_trainable_False_init_1.0_seed_5 - Test Accuracy__MAX"
"46152","0.858726606997559","0.858726606997559","0.858726606997559","0.8550650935720098","0.8550650935720098","0.8550650935720098"
"46352","0.8569975589910497","0.8569975589910497","0.8569975589910497","0.8533360455655004","0.8533360455655004","0.8533360455655004"
"46552","0.8590317331163547","0.8590317331163547","0.8590317331163547","0.8542514239218877","0.8542514239218877","0.8542514239218877"
"46752","0.8615744507729862","0.8615744507729862","0.8615744507729862","0.853539462978031","0.853539462978031","0.853539462978031"
"46952","0.8570992676973149","0.8570992676973149","0.8570992676973149","0.8526240846216436","0.8526240846216436","0.8526240846216436"
"47152","0.8577095199349064","0.8577095199349064","0.8577095199349064","0.8542514239218877","0.8542514239218877","0.8542514239218877"
"47352","0.8595402766476811","0.8595402766476811","0.8595402766476811","0.853946297803092","0.853946297803092","0.853946297803092"
"47552","0.8588283157038242","0.8588283157038242","0.8588283157038242","0.8542514239218877","0.8542514239218877","0.8542514239218877"
"47752","0.8580146460537021","0.8580146460537021","0.8580146460537021","0.855573637103336","0.855573637103336","0.855573637103336"
"47952","0.8577095199349064","0.8577095199349064","0.8577095199349064","0.8542514239218877","0.8542514239218877","0.8542514239218877"
"48152","0.8596419853539463","0.8596419853539463","0.8596419853539463","0.8554719283970708","0.8554719283970708","0.8554719283970708"
"48352","0.8575061025223759","0.8575061025223759","0.8575061025223759","0.8548616761594793","0.8548616761594793","0.8548616761594793"
"48552","0.8561838893409276","0.8561838893409276","0.8561838893409276","0.8534377542717657","0.8534377542717657","0.8534377542717657"
"48752","0.8596419853539463","0.8596419853539463","0.8596419853539463","0.8540480065093572","0.8540480065093572","0.8540480065093572"
"48952","0.8584214808787632","0.8584214808787632","0.8584214808787632","0.8541497152156224","0.8541497152156224","0.8541497152156224"
"49088","0.8602522375915378","0.8602522375915378","0.8602522375915378","0.8548616761594793","0.8548616761594793","0.8548616761594793"
"49288","0.8586248982912937","0.8586248982912937","0.8586248982912937","0.8545565500406835","0.8545565500406835","0.8545565500406835"
"49488","0.8574043938161107","0.8574043938161107","0.8574043938161107","0.8548616761594793","0.8548616761594793","0.8548616761594793"
"49688","0.8589300244100895","0.8589300244100895","0.8589300244100895","0.855573637103336","0.855573637103336","0.855573637103336"
"49888","0.8588283157038242","0.8588283157038242","0.8588283157038242","0.855573637103336","0.855573637103336","0.855573637103336"
"50088","0.8577095199349064","0.8577095199349064","0.8577095199349064","0.8563873067534581","0.8563873067534581","0.8563873067534581"
"50288","0.8579129373474369","0.8579129373474369","0.8579129373474369","0.8563873067534581","0.8563873067534581","0.8563873067534581"
"50488","0.8595402766476811","0.8595402766476811","0.8595402766476811","0.8548616761594793","0.8548616761594793","0.8548616761594793"
"50688","0.8581163547599675","0.8581163547599675","0.8581163547599675","0.8548616761594793","0.8548616761594793","0.8548616761594793"
"50888","0.8575061025223759","0.8575061025223759","0.8575061025223759","0.8552685109845403","0.8552685109845403","0.8552685109845403"
"51088","0.8579129373474369","0.8579129373474369","0.8579129373474369","0.8548616761594793","0.8548616761594793","0.8548616761594793"
"51288","0.8589300244100895","0.8589300244100895","0.8589300244100895","0.8563873067534581","0.8563873067534581","0.8563873067534581"
"51488","0.8579129373474369","0.8579129373474369","0.8579129373474369","0.8562855980471928","0.8562855980471928","0.8562855980471928"
"51688","0.8560821806346623","0.8560821806346623","0.8560821806346623","0.8556753458096013","0.8556753458096013","0.8556753458096013"
"51888","0.863100081366965","0.863100081366965","0.863100081366965","0.8554719283970708","0.8554719283970708","0.8554719283970708"
"52088","0.859947111472742","0.859947111472742","0.859947111472742","0.8541497152156224","0.8541497152156224","0.8541497152156224"
"52288","0.8590317331163547","0.8590317331163547","0.8590317331163547","0.8543531326281529","0.8543531326281529","0.8543531326281529"
"52488","0.8577095199349064","0.8577095199349064","0.8577095199349064","0.8546582587469488","0.8546582587469488","0.8546582587469488"
"52688","0.8574043938161107","0.8574043938161107","0.8574043938161107","0.8554719283970708","0.8554719283970708","0.8554719283970708"
"52888","0.8577095199349064","0.8577095199349064","0.8577095199349064","0.855573637103336","0.855573637103336","0.855573637103336"
"53088","0.8554719283970708","0.8554719283970708","0.8554719283970708","0.8546582587469488","0.8546582587469488","0.8546582587469488"
"53288","0.8577095199349064","0.8577095199349064","0.8577095199349064","0.8552685109845403","0.8552685109845403","0.8552685109845403"
"53488","0.8590317331163547","0.8590317331163547","0.8590317331163547","0.8541497152156224","0.8541497152156224","0.8541497152156224"
"53688","0.8586248982912937","0.8586248982912937","0.8586248982912937","0.8544548413344182","0.8544548413344182","0.8544548413344182"
"53888","0.8582180634662328","0.8582180634662328","0.8582180634662328","0.855573637103336","0.855573637103336","0.855573637103336"
"54088","0.8602522375915378","0.8602522375915378","0.8602522375915378","0.8558787632221319","0.8558787632221319","0.8558787632221319"
"54288","0.8597436940602116","0.8597436940602116","0.8597436940602116","0.8549633848657445","0.8549633848657445","0.8549633848657445"
"54488","0.8581163547599675","0.8581163547599675","0.8581163547599675","0.8549633848657445","0.8549633848657445","0.8549633848657445"
"54688","0.858726606997559","0.858726606997559","0.858726606997559","0.8548616761594793","0.8548616761594793","0.8548616761594793"
"54888","0.8606590724165989","0.8606590724165989","0.8606590724165989","0.8544548413344182","0.8544548413344182","0.8544548413344182"
"55088","0.8593368592351506","0.8593368592351506","0.8593368592351506","0.8561838893409276","0.8561838893409276","0.8561838893409276"
"55224","0.8601505288852725","0.8601505288852725","0.8601505288852725","0.8558787632221319","0.8558787632221319","0.8558787632221319"
"55424","0.8596419853539463","0.8596419853539463","0.8596419853539463","0.8550650935720098","0.8550650935720098","0.8550650935720098"
"55624","0.8590317331163547","0.8590317331163547","0.8590317331163547","0.854759967453214","0.854759967453214","0.854759967453214"
"55824","0.8602522375915378","0.8602522375915378","0.8602522375915378","0.8549633848657445","0.8549633848657445","0.8549633848657445"
"56024","0.8595402766476811","0.8595402766476811","0.8595402766476811","0.8536411716842962","0.8536411716842962","0.8536411716842962"
"56224","0.8613710333604556","0.8613710333604556","0.8613710333604556","0.8558787632221319","0.8558787632221319","0.8558787632221319"
"56424","0.8594385679414158","0.8594385679414158","0.8594385679414158","0.8548616761594793","0.8548616761594793","0.8548616761594793"
"56624","0.8593368592351506","0.8593368592351506","0.8593368592351506","0.8545565500406835","0.8545565500406835","0.8545565500406835"
"56824","0.8581163547599675","0.8581163547599675","0.8581163547599675","0.854759967453214","0.854759967453214","0.854759967453214"
"57024","0.8588283157038242","0.8588283157038242","0.8588283157038242","0.855573637103336","0.855573637103336","0.855573637103336"
"57224","0.8594385679414158","0.8594385679414158","0.8594385679414158","0.855573637103336","0.855573637103336","0.855573637103336"
"57424","0.8596419853539463","0.8596419853539463","0.8596419853539463","0.855166802278275","0.855166802278275","0.855166802278275"
"57624","0.8602522375915378","0.8602522375915378","0.8602522375915378","0.8562855980471928","0.8562855980471928","0.8562855980471928"
"57824","0.8585231895850285","0.8585231895850285","0.8585231895850285","0.8560821806346623","0.8560821806346623","0.8560821806346623"
"58024","0.8606590724165989","0.8606590724165989","0.8606590724165989","0.8562855980471928","0.8562855980471928","0.8562855980471928"
"58224","0.858319772172498","0.858319772172498","0.858319772172498","0.8564890154597233","0.8564890154597233","0.8564890154597233"
"58424","0.8604556550040684","0.8604556550040684","0.8604556550040684","0.855573637103336","0.855573637103336","0.855573637103336"
"58624","0.8611676159479251","0.8611676159479251","0.8611676159479251","0.855166802278275","0.855166802278275","0.855166802278275"
"58824","0.8598454027664768","0.8598454027664768","0.8598454027664768","0.8554719283970708","0.8554719283970708","0.8554719283970708"
"59024","0.860353946297803","0.860353946297803","0.860353946297803","0.8556753458096013","0.8556753458096013","0.8556753458096013"
"59224","0.8592351505288853","0.8592351505288853","0.8592351505288853","0.8558787632221319","0.8558787632221319","0.8558787632221319"
"59424","0.8605573637103336","0.8605573637103336","0.8605573637103336","0.8559804719283971","0.8559804719283971","0.8559804719283971"
"59624","0.8617778681855167","0.8617778681855167","0.8617778681855167","0.8561838893409276","0.8561838893409276","0.8561838893409276"
"59824","0.8615744507729862","0.8615744507729862","0.8615744507729862","0.8563873067534581","0.8563873067534581","0.8563873067534581"
"60024","0.8609641985353946","0.8609641985353946","0.8609641985353946","0.8557770545158666","0.8557770545158666","0.8557770545158666"
"60224","0.861879576891782","0.861879576891782","0.861879576891782","0.8559804719283971","0.8559804719283971","0.8559804719283971"
"60424","0.8624898291293734","0.8624898291293734","0.8624898291293734","0.8557770545158666","0.8557770545158666","0.8557770545158666"
"60624","0.8619812855980472","0.8619812855980472","0.8619812855980472","0.855573637103336","0.855573637103336","0.855573637103336"
"60824","0.8625915378356387","0.8625915378356387","0.8625915378356387","0.8558787632221319","0.8558787632221319","0.8558787632221319"
"61024","0.8621847030105777","0.8621847030105777","0.8621847030105777","0.8559804719283971","0.8559804719283971","0.8559804719283971"
"61224","0.861879576891782","0.861879576891782","0.861879576891782","0.8558787632221319","0.8558787632221319","0.8558787632221319"
